sale_id,customer_id,product_id,timestamp,quantity,unit_price,total_line
S000829,C0063,6,2025-11-19 15:57:00,5,435.7,2178.5
S000830,C0017,2,2026-06-08 08:25:00,2,377.58,755.16
S000831,C0045,13,2026-06-23 13:30:00,5,25.96,129.8
S000832,C0089,1,2025-06-28 14:07:00,5,235.43,1177.15
S000833,C0042,12,2025-01-13 21:13:00,4,294.69,1178.76
S000834,C0061,20,2025-09-23 05:35:00,3,126.2,378.6
S000835,C0054,23,2025-12-18 11:11:00,4,217.73,870.92
S000836,C0024,19,2026-01-17 11:54:00,4,147.02,588.08
S000837,C0093,9,2025-05-15 18:43:00,2,408.95,817.9
S000838,C0095,5,2025-08-30 17:27:00,4,106.07,424.28
S000839,C0081,17,2026-04-30 00:11:00,4,254.8,1019.2
S000840,C0072,28,2026-07-01 23:20:00,4,157.02,628.08
S000841,C0008,7,2026-08-05 01:25:00,1,348.37,348.37
S000842,C0043,9,2025-09-18 15:53:00,1,230.43,230.43
S000843,C0033,12,2026-01-05 11:35:00,5,466.6,2333.0
S000844,C0078,7,2025-01-21 13:07:00,3,435.01,1305.03
S000845,C0100,10,2026-08-14 18:41:00,5,95.52,477.59999999999997
S000846,C0095,15,2025-12-30 10:43:00,5,248.87,1244.35
S000847,C0019,28,2025-03-22 12:39:00,3,237.24,711.72
S000848,C0079,19,2025-06-21 20:51:00,3,216.69,650.0699999999999
S000849,C0041,11,2026-02-19 02:05:00,2,178.38,356.76
S000850,C0035,29,2025-10-26 22:17:00,5,325.88,1629.4
S000851,C0058,14,2026-04-01 11:47:00,5,265.26,1326.3
S000852,C0031,22,2025-06-21 05:54:00,1,71.27,71.27
S000853,C0051,4,2025-09-15 23:44:00,1,113.18,113.18
S000854,C0004,25,2025-04-08 02:59:00,4,278.73,1114.92
S000855,C0080,5,2026-02-11 16:48:00,1,60.92,60.92
S000856,C0032,24,2025-03-28 20:59:00,4,161.59,646.36
S000857,C0022,1,2025-10-18 14:40:00,2,74.33,148.66
S000858,C0060,28,2025-02-05 21:22:00,3,433.48,1300.44
S000859,C0090,18,2026-07-08 08:35:00,4,76.21,304.84
S000860,C0082,29,2025-07-01 18:38:00,4,319.21,1276.84
S000861,C0045,16,2026-08-01 13:33:00,5,161.73,808.65
S000862,C0047,14,2026-07-07 07:51:00,1,226.51,226.51
S000863,C0098,28,2025-09-24 04:19:00,1,10.05,10.05
S000864,C0089,30,2025-05-20 11:18:00,4,272.2,1088.8
S000865,C0038,20,2026-05-19 15:19:00,1,385.28,385.28
S000866,C0072,14,2025-08-25 00:35:00,3,102.4,307.20000000000005
S000867,C0029,9,2026-02-09 07:10:00,4,415.93,1663.72
S000868,C0079,26,2025-03-23 13:40:00,2,263.14,526.28
S000869,C0053,7,2025-10-06 09:41:00,5,406.32,2031.6
S000870,C0059,20,2025-03-12 05:08:00,3,64.07,192.20999999999998
S000871,C0042,1,2026-04-09 08:44:00,5,251.08,1255.4
S000872,C0014,10,2025-06-05 01:34:00,1,101.11,101.11
S000873,C0030,3,2025-10-03 04:45:00,4,366.28,1465.12
S000874,C0040,26,2025-06-04 00:31:00,2,177.54,355.08
S000875,C0097,5,2026-05-26 11:29:00,1,171.82,171.82
S000876,C0061,6,2025-02-27 08:49:00,4,44.98,179.92
S000877,C0016,25,2025-07-16 08:52:00,4,415.84,1663.36
S000878,C0005,7,2025-09-12 12:49:00,4,131.11,524.44
S000879,C0027,16,2026-04-17 23:49:00,1,265.36,265.36
S000880,C0094,2,2026-02-03 21:19:00,3,87.72,263.15999999999997
S000881,C0039,7,2026-07-17 16:07:00,3,245.8,737.4000000000001
S000882,C0031,21,2026-01-05 01:55:00,2,486.9,973.8
S000883,C0075,4,2026-03-21 10:00:00,2,399.25,798.5
S000884,C0089,16,2026-02-10 07:00:00,1,294.73,294.73
S000885,C0064,3,2025-06-08 11:49:00,1,131.87,131.87
S000886,C0020,23,2025-12-13 20:03:00,1,184.2,184.2
S000887,C0072,26,2026-07-04 03:08:00,4,124.01,496.04
S000888,C0049,12,2025-12-22 14:46:00,2,20.46,40.92
S000889,C0057,18,2025-05-18 08:57:00,1,247.8,247.8
S000890,C0024,18,2025-10-29 17:44:00,4,102.99,411.96
S000891,C0077,30,2025-12-23 10:46:00,4,144.91,579.64
S000892,C0038,27,2026-07-22 05:04:00,5,85.96,429.79999999999995
S000893,C0082,17,2025-09-27 17:23:00,4,10.35,41.4
S000894,C0047,25,2026-01-24 23:11:00,1,313.67,313.67
S000895,C0069,27,2025-09-02 10:46:00,1,332.56,332.56
S000896,C0020,20,2026-02-01 06:33:00,4,385.21,1540.84
S000897,C0067,22,2025-10-17 10:26:00,3,64.13,192.39
S000898,C0005,7,2025-03-10 01:53:00,2,97.53,195.06
S000899,C0083,27,2025-04-20 15:12:00,1,25.59,25.59
S000900,C0076,9,2026-02-02 21:31:00,5,315.75,1578.75
S000901,C0002,30,2025-02-20 11:14:00,5,361.74,1808.7
S000902,C0082,2,2025-08-02 20:31:00,1,239.35,239.35
S000903,C0091,2,2026-01-05 17:47:00,4,412.79,1651.16
S000904,C0010,7,2025-09-30 16:02:00,1,418.88,418.88
S000905,C0025,7,2026-06-16 03:06:00,2,270.51,541.02
S000906,C0023,18,2026-06-23 21:15:00,5,316.41,1582.0500000000002
S000907,C0074,12,2026-07-26 13:47:00,1,385.48,385.48
S000908,C0022,26,2026-04-15 22:42:00,4,442.58,1770.32
S000909,C0021,18,2025-07-04 17:25:00,5,175.38,876.9
S000910,C0042,28,2026-03-30 11:57:00,3,279.54,838.6200000000001
S000911,C0042,20,2026-01-16 13:48:00,4,414.82,1659.28
S000912,C0071,30,2025-09-04 18:34:00,2,193.78,387.56
S000913,C0001,24,2025-09-18 11:28:00,4,480.31,1921.24
S000914,C0039,1,2025-02-05 09:38:00,1,263.63,263.63
S000915,C0089,27,2025-11-04 07:13:00,3,20.63,61.89
S000916,C0074,5,2025-10-10 17:32:00,5,289.63,1448.15
S000917,C0034,12,2025-04-07 01:29:00,3,86.49,259.46999999999997
S000918,C0012,19,2026-08-20 07:14:00,3,407.43,1222.29
S000919,C0093,11,2026-02-14 18:58:00,2,369.79,739.58
S000920,C0013,20,2026-05-10 05:31:00,5,411.56,2057.8
S000921,C0100,2,2025-11-04 01:46:00,5,196.96,984.8000000000001
S000922,C0016,28,2025-12-09 11:56:00,4,214.1,856.4
S000923,C0082,25,2025-08-21 23:41:00,5,465.04,2325.2000000000003
S000924,C0070,19,2026-01-27 01:19:00,5,30.18,150.9
S000925,C0087,24,2025-06-03 10:32:00,2,85.07,170.14
S000926,C0012,8,2026-02-07 14:48:00,5,291.87,1459.35
S000927,C0044,3,2026-03-19 09:50:00,4,82.53,330.12
S000928,C0034,3,2026-05-03 18:47:00,1,278.59,278.59
S000929,C0062,18,2026-02-13 16:27:00,2,383.4,766.8
S000930,C0079,24,2025-07-22 15:25:00,5,106.09,530.45
S000931,C0056,11,2026-06-21 07:15:00,1,140.47,140.47
S000932,C0045,7,2026-08-13 02:07:00,4,217.53,870.12
S000933,C0022,12,2025-11-25 11:38:00,1,387.14,387.14
S000934,C0030,7,2026-03-29 19:09:00,4,31.99,127.96
S000935,C0007,8,2026-01-18 04:48:00,1,65.06,65.06
S000936,C0015,10,2025-06-01 09:00:00,3,349.96,1049.8799999999999
S000937,C0069,7,2026-04-06 15:01:00,3,112.41,337.23
S000938,C0080,24,2025-07-28 17:33:00,3,278.91,836.73
S000939,C0085,17,2025-05-25 22:44:00,1,194.54,194.54
S000940,C0090,20,2025-02-14 08:10:00,1,149.17,149.17
S000941,C0085,9,2025-10-05 01:29:00,1,42.63,42.63
S000942,C0084,13,2026-01-04 03:01:00,3,435.03,1305.09
S000943,C0063,28,2025-08-25 12:32:00,1,452.9,452.9
S000944,C0059,18,2026-06-29 02:11:00,2,255.32,510.64
S000945,C0063,13,2025-01-23 01:15:00,5,159.41,797.05
S000946,C0039,8,2025-06-10 00:22:00,3,184.14,552.42
S000947,C0050,29,2026-05-29 08:51:00,1,316.64,316.64
S000948,C0051,22,2025-01-31 17:17:00,2,84.34,168.68
S000949,C0087,20,2025-05-21 02:46:00,4,265.15,1060.6
S000950,C0040,30,2025-08-21 13:15:00,5,84.85,424.25
S000951,C0018,19,2025-12-04 14:34:00,2,111.31,222.62
S000952,C0040,23,2026-07-09 21:51:00,2,432.67,865.34
S000953,C0073,30,2026-06-21 04:27:00,2,331.55,663.1
S000954,C0093,4,2025-06-11 10:04:00,5,271.15,1355.75
S000955,C0098,11,2025-07-08 10:53:00,2,366.27,732.54
S000956,C0082,30,2026-02-28 13:19:00,4,375.35,1501.4
S000957,C0024,1,2025-10-08 04:49:00,2,62.32,124.64
S000958,C0030,8,2025-10-01 19:36:00,5,123.15,615.75
S000959,C0078,16,2025-01-27 11:05:00,4,75.7,302.8
S000960,C0018,6,2026-01-18 05:54:00,4,250.81,1003.24
S000961,C0002,30,2025-07-17 07:02:00,4,384.62,1538.48
S000962,C0009,6,2025-10-04 13:14:00,2,381.31,762.62
S000963,C0032,14,2026-03-26 19:31:00,3,434.72,1304.16
S000964,C0051,20,2026-02-19 01:38:00,4,362.9,1451.6
S000965,C0091,26,2026-08-09 19:34:00,5,324.28,1621.3999999999999
S000966,C0006,29,2025-02-09 16:06:00,4,233.88,935.52
S000967,C0006,18,2025-09-09 16:34:00,4,492.08,1968.32
S000968,C0057,13,2026-02-01 16:48:00,1,103.03,103.03
S000969,C0079,30,2025-11-08 09:29:00,2,217.01,434.02
S000970,C0083,15,2025-02-25 22:33:00,2,237.15,474.3
S000971,C0075,29,2025-04-03 23:32:00,1,98.09,98.09
S000972,C0004,6,2026-07-14 04:25:00,4,168.5,674.0
S000973,C0012,9,2026-04-10 18:57:00,2,442.45,884.9
S000974,C0016,3,2025-11-28 22:41:00,2,362.0,724.0
S000975,C0091,13,2025-04-27 22:28:00,3,51.8,155.39999999999998
S000976,C0006,25,2026-06-08 19:10:00,4,279.67,1118.68
S000977,C0019,6,2025-06-24 10:36:00,2,89.44,178.88
S000978,C0058,10,2025-02-22 13:19:00,3,367.78,1103.34
S000979,C0001,20,2025-07-05 03:57:00,2,480.61,961.22
S000980,C0070,26,2025-09-17 00:29:00,4,429.15,1716.6
S000981,C0076,22,2025-01-06 19:56:00,4,126.56,506.24
S000982,C0077,1,2026-05-03 14:26:00,4,48.91,195.64
S000983,C0027,2,2025-09-08 17:17:00,5,318.03,1590.1499999999999
S000984,C0005,22,2025-07-09 04:03:00,3,27.99,83.97
S000985,C0007,4,2026-08-15 19:19:00,3,460.99,1382.97
S000986,C0089,23,2026-03-03 05:10:00,3,309.43,928.29
S000987,C0047,30,2026-08-10 17:11:00,4,377.17,1508.68
S000988,C0049,27,2025-02-06 02:49:00,3,168.18,504.54
S000989,C0061,5,2025-03-11 13:53:00,5,41.81,209.05
S000990,C0053,17,2025-05-05 22:55:00,3,171.31,513.9300000000001
S000991,C0074,24,2025-08-03 22:13:00,5,38.51,192.54999999999998
S000992,C0091,10,2026-06-26 02:30:00,5,467.61,2338.05
S000993,C0074,20,2026-03-14 19:54:00,3,137.23,411.68999999999994
S000994,C0094,21,2025-12-29 04:39:00,5,253.23,1266.1499999999999
S000995,C0030,23,2026-05-25 15:51:00,2,443.0,886.0
S000996,C0081,26,2025-10-25 06:00:00,1,21.75,21.75
S000997,C0054,14,2025-05-01 23:54:00,2,401.79,803.58
S000998,C0028,1,2025-02-16 10:22:00,5,404.96,2024.8
S000999,C0040,10,2025-07-26 22:18:00,3,397.2,1191.6
S001000,C0043,11,2026-06-03 17:20:00,1,65.78,65.78
